"playerid","A.WAR","Aprob","posit","eWAR.A","PlayerName","Level"
197918,8.36701514764209,0.169919756702035,"3B",1.42172117820959,"Juan Yepez","A"
188151,6.41699514599435,0.220462455122296,"OF",1.41470650439377,"Joshua Palacios","A"
184675,6.02541404871318,0.230069039725661,"OF",1.38626122413695,"Vince Fernandez","A"
198623,7.42768083871899,0.18486438921709,"OF",1.37311368154927,"Anthony Jimenez","A"
171201,9.74819322176925,0.140482880877273,"C",1.36945426714245,"Jose Barraza","A"
198513,7.99599107053051,0.16935878209417,"OF",1.35419130934091,"Sandro Fabian","A"
188018,5.92283028463746,0.228637357504152,"OF",1.35418026522507,"Tyler Hill","A"
206899,5.85444737675617,0.231165501832673,"OF",1.35334626580081,"Jonah Todd","A"
188086,6.23212634198756,0.212296142477573,"C",1.32305638183683,"Drew Lugbauer","A"
190140,9.82927858885579,0.129939219472536,"C",1.27720878781403,"Dennis Ortega","A"
181139,5.75373619466652,0.22146491849569,"OF",1.27425071739752,"Steven Sensley","A"
203922,5.8351336203953,0.21150903535821,"OF",1.23418348323607,"Mickey Moniak","A"
180971,5.90024891869649,0.208201155263733,"RF",1.2284386412162,"Willie Abreu","A"
190208,6.86927378162845,0.177899571505093,"C",1.22204086230287,"Yohel Pozo","A"
203933,5.8351336203953,0.207413897822378,"SS",1.2102878085206,"Gavin Lux","A"
188293,7.88165794773765,0.150561119762693,"OF",1.18667124619791,"Marcus Wilson","A"
188050,5.5979952886068,0.209967456542574,"OF",1.17539683248608,"Jeren Kendall","A"
198835,7.3209516807727,0.159224388726117,"SS",1.16567405626447,"Leonardo Rivas","A"
190082,6.38748754843188,0.181500140657577,"OF",1.15932988848891,"Manuel Melendez","A"
204403,6.17162586992637,0.181926719470182,"C",1.12278364831301,"Rene Pinto","A"
185334,5.95469832757086,0.187586410741424,"C",1.11702048631698,"Chuckie Robinson","A"
194659,5.90689209350454,0.187539627990823,"IF",1.10777634579777,"Jake Burger","A"
194564,5.73510683114228,0.188973900754345,"SS",1.08378550912385,"Adrian Rondon","A"
180660,7.22058383319728,0.150082997555518,"2B",1.08368686578716,"Robbie Tenerowicz","A"
197940,6.06537187228967,0.176236105508704,"SS",1.06893751723437,"Jonathan Arauz","A"
203981,9.29492638676182,0.114631916338344,"3B",1.06549522393834,"Abraham Toro-Hernandez","A"
180736,5.58675820371637,0.184052434965022,"RF",1.02825645095481,"Jacob Heyward","A"
194793,5.81255243213713,0.17488415130781,"OF",1.01652329902645,"Luis Gonzalez","A"
189895,6.05194975133463,0.166164223758634,"3B",1.00561753265677,"Anderson Franco","A"
198993,7.240405742153,0.13447467743521,"OF",0.97365122667607,"Randy Ventura","A"
198993,7.240405742153,0.13447467743521,"OF",0.97365122667607,"Randy Ventura","A"
189610,6.82941685745728,0.138968016572063,"SS",0.949070515024649,"Luis Carpio","A"
184188,6.29394852194806,0.147346600656725,"IF",0.927391919417463,"Kramer Robertson","A"
188168,5.61131655975622,0.161160407558538,"2B",0.904322063710284,"Blaine Prescott","A"
182914,5.63447391012422,0.159872785861383,"IF",0.900799040874838,"Bobby Wernes","A"
197348,7.21114842812345,0.123924648833651,"OF",0.893639036642533,"Garrett Whitley","A"
193168,5.89314848069592,0.150355343374144,"IF",0.88606636336985,"Brett Netzer","A"
197346,5.6721124335954,0.155137090826358,"C",0.879955021788006,"Tyler Stephenson","A"
197382,6.4209981423186,0.135891549218722,"3B",0.872559385090213,"Travis Blankenhorn","A"
197983,5.85449606009808,0.148949005589364,"SS",0.872021366378459,"Dermis Garcia","A"
189704,6.13740356325707,0.14034349072737,"DH-3B",0.861344640070096,"Andretty Cordero","A"
197700,5.62320149515197,0.150481793516363,"OF",0.846189446294364,"Sam McDonnell","A"
173170,6.17012762530528,0.135723788930004,"OF",0.83743309948812,"Saige Jenco","A"
194265,6.09729209901328,0.135059454054635,"2B",0.823496942104373,"Stefan Trosclair","A"
200919,5.97054599104531,0.135643518098831,"SS",0.80986586319626,"Miles Mastrobuoni","A"
204164,8.12374586809539,0.0969211794461097,"C",0.787363031056266,"Ramon Rodriguez","A"
189582,5.72187699618042,0.136632822129278,"SS",0.781796201864725,"Kelvin Beltre","A"
203947,5.76266937918329,0.132247832579847,"C",0.762100535271244,"Ben Rortvedt","A"
197402,5.73068074370824,0.132486946403831,"OF",0.759240392549142,"Ryan McKenna","A"
181173,10.2553545708569,0.0740306576223021,"3B-SS",0.75921064303042,"Tucker Neuhaus","A"
197884,7.97666418528514,0.0942320076603052,"3B",0.751657080611471,"Wladimir Galindo","A"
183480,5.95980305272245,0.125284716062499,"OF",0.746672233248744,"Aldrem Corredor","A"
188218,5.89314848069592,0.126108656492307,"1B",0.743177037410241,"Gavin Sheets","A"
188073,5.8351336203953,0.125747443662275,"OF",0.733753136192507,"Zacrey Law","A"
197379,5.72187699618042,0.127561218505444,"OF",0.729889601771045,"Blake Perkins","A"
180633,9.91574628060275,0.073228072805134,"C",0.726110990553215,"Ryan Lidge","A"
190178,7.26941492352275,0.0995838099608909,"C",0.723916034270955,"Carlos Perez","A"
196305,5.60433443444167,0.127432545941953,"OF",0.714174605291058,"Adam Haseley","A"
180809,5.97054599104531,0.118982074128681,"LF",0.710387945695255,"Luke Persico","A"
204293,6.33285643441483,0.111961190855002,"2B",0.709034147910847,"Richard Fecteau","A"
180923,5.91201554140622,0.118459998961297,"3B",0.700337354894154,"Nick Zammarelli","A"
210380,8.93060986682203,0.0783487653068323,"IF",0.69970225650252,"Gabriel Arias","A"
182786,8.55166391663441,0.0801347502819351,"SS",0.685285452454534,"Eric Marinez","A"
181164,6.20655108388084,0.109822865955846,"SS",0.681621227733156,"Daniel Pinero","A"
180786,5.88233373746469,0.115533198864703,"SS",0.679604833479058,"Charles Leblanc","A"
197370,5.6721124335954,0.119785974047761,"C",0.679439512766642,"Lucas Herbert","A"
204459,5.79792854532826,0.11622443045422,"SS",0.673860942995038,"Oswaldo Cabrera","A"
208917,5.94577412613186,0.112068909835283,"OF",0.666336424442427,"Miguel Aparicio","A"
183224,5.87557224997062,0.112338740392896,"C",0.660054385649153,"Austin Athmann","A"
181066,5.6340162383832,0.116567297585884,"CF",0.656742047463317,"Anfernee Grier","A"
203978,5.93212934858263,0.10827956235389,"SS",0.642328369691192,"Alexis Torres","A"
190304,5.71982814000326,0.109677654104504,"OF",0.627337332276484,"Joantgel Segovia","A"
188297,5.58474720801296,0.111911145994604,"1B",0.624995460138893,"Dash Winningham","A"
197955,6.21861254346626,0.0997684719209708,"OF",0.62042147093021,"Aaron Whitefield","A"
190294,7.217026579391,0.0856990168198872,"SS",0.618492082216802,"Cristian Santana","A"
188338,5.95147365787418,0.103595588762962,"C",0.616546417594735,"Jose Herrera","A"
203852,6.38586279089079,0.0943329480684351,"1B",0.602397263025253,"Troy Sieber","A"
182915,5.92283028463746,0.101023467148715,"OF",0.598344850687485,"Clark Eagan","A"
192525,6.06193648579747,0.0979331396407882,"C",0.593664472357192,"Jose Vicente","A"
197883,5.76948420703514,0.102178823864563,"C",0.589519110580022,"Jhonny Pereda","A"
187876,5.68173194479106,0.10319113920572,"SS",0.586304392044521,"Bryson Brigman","A"
203489,6.16577767918818,0.0940734645545677,"OF",0.580036067954454,"Starling Heredia","A"
189898,5.97334216430629,0.0963692041465874,"3B",0.575646230469451,"Wander Franco","A"
188374,5.76959270258827,0.0981671648808116,"SS",0.56638455813011,"Yeltsin Gudino","A"
189970,5.74457667480741,0.098564112088552,"SS",0.566209099276999,"Carlos Herrera","A"
194316,6.49519862198871,0.0867547041430386,"C",0.563489034800903,"Colby Fitch","A"
188436,5.69731864014057,0.0978262550678148,"OF",0.557347346493007,"Micker Adolfo","A"
200751,6.54893019607921,0.0849386534207185,"IF",0.55625731220125,"Riley Delgado","A"
197353,5.63971670885111,0.0975463301928674,"OF",0.550133668275822,"Nick Plummer","A"
185359,9.76382941255017,0.0560760077620758,"P-3B",0.547516573925747,"Kevin Mahala","A"
183234,6.04607450402984,0.0904997352234909,"OF",0.5471681417562,"Jean Angomas","A"
174318,6.11108369982453,0.087911399831088,"C",0.537233922536519,"Sam Tidaback","A"
184583,5.6340162383832,0.0936312700267818,"OF",0.527520095751331,"Gene Cone","A"
173874,5.90265772203605,0.0891944881720051,"C",0.526484534371539,"Alex Kowalczyk","A"
204337,5.97975923167678,0.0877338803509186,"OF",0.524627480959231,"Luis Ayala","A"
180739,6.14596981222548,0.0838358289898622,"CF",0.51525247415459,"J.B. Woodman","A"
184359,5.6921437907905,0.0892921607949663,"C",0.508263818635334,"Rainis Silva","A"
171199,6.05056807694285,0.0813383859013141,"SS",0.492143441164549,"Vance Vizcaino","A"
189995,5.71937046826224,0.0858236274709056,"2B",0.490857120436237,"Kevin Josephina","A"
194311,5.718782953826,0.0848213894451481,"SS",0.48507511607875,"Devin Hairston","A"
184150,5.60926770357905,0.086401717426635,"3B",0.484650363094987,"Angelo Castellano","A"
197369,5.63971670885111,0.0850113456248325,"OF",0.479439906362285,"Desmond Lindsay","A"
182994,5.58675820371637,0.0833278382796532,"IF",0.465532484106803,"Bobby Dalbec","A"
197683,6.26919720402718,0.0738651027376398,"OF",0.463074895557991,"Lean Marrero","A"
197468,5.74457667480741,0.0806066312241118,"SS",0.463050973564835,"Luke Wakamatsu","A"
208839,6.92092968541729,0.0660785245725804,"SS",0.457324822282948,"Luis De Los Santos","A"
184593,7.6338811863528,0.0597937454846205,"IF",0.456458348716612,"Marcus Mooney","A"
182858,5.6340162383832,0.0805257362865297,"OF",0.453683305846072,"Aaron Knapp","A"
203835,5.61131655975622,0.0802813672528475,"SS",0.450484165505773,"Luis Pintor","A"
189529,6.21549747831527,0.0724386553212778,"C",0.450242279481951,"Roldani Baldwin","A"
198017,6.48945258750392,0.0675582069427442,"SS",0.438415780851717,"Ricky Aracena","A"
196849,5.71095375739605,0.0766558408353205,"IF-OF",0.437777962244827,"Tanner Gardner","A"
182576,5.87745151549088,0.0739779701276972,"C",0.434801932639973,"Tres Barrera","A"
182825,6.39318280309934,0.0664337941090815,"OF",0.424723390042822,"Rodrigo Orozco","A"
187976,5.72187699618042,0.0735124031784571,"SS",0.420628928680754,"Max George","A"
183336,5.6340162383832,0.0737129733325966,"OF",0.415300088735358,"Nick Banks","A"
198952,5.78111565373715,0.0717094107058964,"SS",0.414560396752124,"Anderson Tejeda","A"
197384,5.69731864014057,0.0713856042826566,"SS",0.406706533917278,"Lucas Williams","A"
196537,5.7439954358851,0.0701414814274404,"IF",0.402892349185438,"Mitch Roman","A"
184013,5.75938189062521,0.069691881436755,"OF",0.401382159870446,"Michael Beltre","A"
190187,6.12874220135665,0.0630870482000917,"SS",0.386644254662923,"Moises Perez","A"
190301,5.71489487086588,0.0664688190959653,"OF",0.379862313324044,"Jhonny Santos","A"
197377,5.5979952886068,0.0669030783962718,"OF",0.374523117655621,"Mitch Hansen","A"
204329,5.72440602103717,0.0652370757933296,"SS",0.373443509466194,"Jazz Chisholm","A"
188146,5.61131655975622,0.0656382240398785,"3B",0.368316853507959,"Manny Olloque","A"
188198,5.75075064786524,0.0631393986765971,"C",0.363098937845262,"Nathan Rodriguez","A"
173582,5.8980817498333,0.0614592684617893,"OF-1B",0.362491789672585,"Ryan Nagle","A"
197738,5.91201554140622,0.0608627446541039,"OF",0.359821492287701,"Luis Silverio","A"
204466,5.88850601417107,0.0607577920974361,"OF",0.357772624173508,"Carlos Rincon","A"
197398,5.75338042233523,0.0615402836995972,"OF",0.354064663422219,"Demi Orimoloye","A"
188114,5.6340162383832,0.0620742118036991,"3B",0.349727117286879,"Kevonte Mitchell","A"
198762,5.69984766499732,0.0609993828350861,"OF",0.347687189818843,"Pablo Olivares","A"
176081,5.60050181652498,0.0616081080839919,"C",0.345036321237064,"Brennan Morgan","A"
203932,5.96025328946323,0.0569959889046842,"OF",0.339710530355354,"Blake Rutherford","A"
203932,5.96025328946323,0.0569959889046842,"OF",0.339710530355354,"Blake Rutherford","A"
204099,5.57594346048513,0.0604955226658475,"1B",0.337319613997262,"Bruce Yari","A"
188327,5.72187699618042,0.0588473104246914,"SS",0.33671707180613,"Marten Gasparini","A"
180801,6.15867139257223,0.0542711242130406,"OF",0.334238020133587,"Ryan Kirby","A"
181101,9.44783041672658,0.0353316077580345,"CF",0.333807038448211,"Johnny Slater","A"
181186,5.6340162383832,0.059116159446783,"SS",0.333061402274026,"Caleb Hamilton","A"
197376,6.30617066928098,0.0519961304281494,"3B",0.327896472622104,"Bryce Denton","A"
184091,5.64368715075568,0.0579215640990121,"C",0.326891187057266,"Jarett Rindfleisch","A"
184888,5.85036604342545,0.0556883601078099,"IF",0.32579729098878,"Brandon Van Horn","A"
176000,6.03438814662683,0.0538443502409853,"OF",0.324917708857025,"Anthony Marks","A"
185192,5.5615519971712,0.0573667141385863,"C",0.319047963588604,"Cassidy Brown","A"
189594,8.25219516937717,0.0384094796113588,"2B",0.316962522107146,"Didimo Bracho","A"
183283,5.58474720801296,0.0561230086119023,"1B",0.313432815650609,"Brad Zunica","A"
188082,5.6340162383832,0.0550388058966991,"SS",0.310089526163224,"Trace Loehr","A"
183299,5.55336209454417,0.0556423811485708,"DH",0.309002290320652,"Emmanuel Tapia","A"
194515,5.93055972703581,0.0513451584514418,"SS",0.304505528890393,"Gilbert Lara","A"
185152,5.61143487244224,0.0541540087241043,"1B",0.30388169303698,"Preston Palmeiro","A"
197780,5.88233373746469,0.0515722021559774,"OF",0.303364904657455,"Jerry Downs","A"
182942,5.58675820371637,0.0540287329669068,"C",0.301845467139268,"Logan Ice","A"
174825,5.64167615505228,0.0530119633843662,"OF",0.299076329758083,"Kyle Nowlin","A"
190010,5.8493747474453,0.0504624457023461,"C",0.295173755585633,"Ernesto Liberatore","A"
197359,6.07312776171176,0.0484619677657004,"OF",0.294315721825055,"Daz Cameron","A"
197359,6.07312776171176,0.0484619677657004,"OF",0.294315721825055,"Daz Cameron","A"
203821,5.5615519971712,0.0527043885514957,"LF",0.293118197408258,"Dimas Ojeda","A"
208967,6.00854672253337,0.0486844171245798,"3B",0.292522594952342,"Oneil Cruz","A"
208967,6.00854672253337,0.0486844171245798,"3B",0.292522594952342,"Oneil Cruz","A"
190201,5.74974572207996,0.0505235534149744,"C",0.290497585112027,"Gersel Pitre","A"
197394,5.61451050230595,0.051695810728135,"3B",0.290246672258335,"Trey Cabbage","A"
183462,5.59351969121044,0.0517871603872774,"OF",0.289672501378109,"Tyler Adkison","A"
183965,5.75359973667457,0.0501911798774654,"2B",0.288779959326371,"Luis Alejandro Basabe","A"
203841,5.55073725393996,0.051465579834185,"C",0.285671911281232,"Ray Henderson","A"
180865,5.5615519971712,0.050118190896392,"OF",0.278734924674436,"Amalani Fukofuka","A"
168935,6.10117744426093,0.0453098240662632,"OF-IF",0.276443276596516,"Mike Martin","A"
188489,5.59351969121044,0.049256325756063,"C",0.275516228033214,"Stevie Berman","A"
181124,5.58675820371637,0.0492289627872845,"SS",0.275030311712309,"JaVon Shelby","A"
184608,5.6340162383832,0.0482576519887633,"C",0.271884394930938,"Henri Lartigue","A"
196019,5.6340162383832,0.0467573944750063,"OF",0.263431919736675,"Ryan Aguilar","A"
188220,5.74546294329971,0.0456456853328001,"C",0.262255593601122,"Evan Skoug","A"
188335,5.6721124335954,0.045600712979029,"SS",0.258652371069166,"Jesus Lopez","A"
184352,5.8877004095082,0.0436400001749908,"2B",0.256939246901231,"Manuel Guzman","A"
197385,6.14355546574306,0.0417909082783297,"OF",0.256744762971699,"Isaiah White","A"
185127,5.57594346048513,0.0459087843622404,"1B",0.255984785943457,"Joe Dudek","A"
175037,6.17651445576245,0.04098156571061,"IF",0.253123233031361,"Dallas Carroll","A"
182991,5.95007742773524,0.0418033826026104,"C",0.248733363226772,"Brian Serven","A"
180833,5.6320052426798,0.044127533133851,"OF",0.248526497956375,"Cody Thomas","A"
184053,5.5615519971712,0.0444406894966723,"C",0.247159205425883,"Joel Diaz","A"
180820,5.6604457549685,0.0435641709411837,"3B",0.246592626472745,"Ronnie Gideon","A"
189369,6.90054785560026,0.0355877728939429,"OF",0.245575129928887,"Shakir Albert","A"
184657,5.62320149515197,0.0430828957995257,"IF",0.24226380407537,"Manny Jefferson","A"
198427,5.6340162383832,0.0429392604513215,"C",0.241920490646911,"Anthony Concepcion","A"
168002,5.68349630835416,0.0425105365127951,"IF-C",0.241608477336626,"Skyler Ewing","A"
183226,5.88068003704816,0.0410659098159117,"P-IF",0.241495476057652,"Matt Fiedler","A"
202472,6.31796122548991,0.0374709186366929,"C",0.236739811030113,"Michael Cruz","A"
190155,9.69449098098333,0.0240709114240364,"SS",0.233355233704369,"Oliver Pascual","A"
185119,5.5615519971712,0.0417377590923746,"IF",0.232126717437646,"Jordan Rodgers","A"
198826,5.89896211630717,0.0391208540919761,"2B",0.230772436246148,"Luis Rengifo","A"
198826,5.89896211630717,0.0391208540919761,"2B",0.230772436246148,"Luis Rengifo","A"
188510,5.70796821059477,0.0400485949367637,"OF",0.228596106778034,"Nick Yarnall","A"
184054,6.29432953998846,0.0362004328432763,"3B",0.227857453805803,"Luis Castro","A"
204376,5.60881003183804,0.0405935788326677,"OF",0.227681672184875,"Eleardo Cabrera","A"
190286,5.71095375739605,0.0394815475662187,"C",0.225477292421107,"Jeyson Sanchez","A"
195683,5.5615519971712,0.040269588642018,"CF",0.223961411137278,"Zachary Clark","A"
189967,6.23085846384105,0.0358733585370925,"1B",0.223521819667247,"Ramon Hernandez","A"
183594,5.5615519971712,0.0399069805244343,"C-IF",0.22194474723674,"Arden Pabst","A"
184197,5.76455093789776,0.0377439879246382,"IF",0.217577140990975,"Danny Zardon","A"
190077,6.47024453162854,0.0334015346807463,"OF",0.2161160971161,"Gabriel Mejia","A"
183238,7.8650804909851,0.0273993653396662,"OF",0.215498213798382,"Gustavo Cabrera","A"
196167,5.71095375739605,0.0374827932373597,"IF",0.214062498876599,"Austin Bush","A"
195605,5.84547316008372,0.0363397953201717,"C",0.212423298186999,"Jared Barnes","A"
182768,6.30780865870627,0.0334240355493039,"OF-P",0.210832420846806,"Stephen Smith","A"
189930,5.75373619466652,0.0366249517110624,"C",0.210730310287854,"Alfredo Gonzalez","A"
184004,5.60926770357905,0.036516223942225,"SS",0.204829275615783,"Hector Vargas","A"
184847,6.05912062173486,0.0337695447651294,"OF",0.204613745072994,"Craig Dedelow","A"
183481,6.27207183583267,0.0323782739868347,"C",0.203078860365699,"Jorge Tillero","A"
182791,5.58474720801296,0.0361879311301882,"3B",0.202100447343084,"Miguel Mercedes","A"
182585,5.91096715132133,0.0337632440413011,"IF",0.199573426450177,"Zane Gurwitz","A"
171141,5.58675820371637,0.0357194358492302,"SS",0.199555851262807,"John Sansone","A"
173687,5.57594346048513,0.0356379993949986,"IF",0.198715469671315,"John Schuknecht","A"
197804,6.34496400236246,0.0310783838688246,"1B",0.197191226899294,"Albert Baur","A"
184887,5.58611035321105,0.0352731742892615,"UT",0.197039844087862,"David Martinelli","A"
208738,6.79621677770793,0.0288184167863627,"1B",0.195856207670458,"Jose Quero","A"
210383,5.55073725393996,0.0350936377402277,"2B",0.194795562380955,"Artemis Kadkhodaian","A"
176286,5.6320052426798,0.034569818124865,"OF",0.194697396917727,"Ryan Scott","A"
188359,6.15893822503714,0.0316028967415811,"C",0.194640288763626,"Johan Quevedo","A"
201177,5.86947632827757,0.0331549251177656,"IF",0.194602048144541,"J.R. Davis","A"
188367,5.64936135352003,0.0342066873336103,"OF",0.193245937454441,"Jose Almonte","A"
181107,5.6340162383832,0.0336657248364072,"OF",0.189673240405259,"Buddy Reed","A"
189612,9.77704186628955,0.0193656784626998,"C",0.189339049098918,"Jean Carrillo","A"
181626,5.55073725393996,0.0341078036735024,"3B",0.18932345650058,"Amaurys Minier","A"
190290,5.68185129561627,0.0328067190283262,"SS",0.186402899016014,"Yan Sanchez","A"
197964,5.66176853697279,0.0326361089488094,"OF",0.184778094815585,"Leudys Baez","A"
188668,6.04255024092077,0.0304175941722964,"IF",0.18379984099404,"Cody Bohanek","A"
180998,6.29096251720907,0.0292057614612307,"C",0.183732350639151,"Morgan Lofstrom","A"
173577,5.60926770357905,0.0324648814705969,"C",0.182104211133541,"Jason Goldstein","A"
173567,5.85036604342545,0.031034139202183,"IF",0.18156107417539,"Adam Walton","A"
185992,5.5979952886068,0.0322636790702487,"1B",0.180611923428374,"G.K. Young","A"
190235,5.6721124335954,0.0315946827101799,"2B",0.179208592635913,"Carlos Rivero","A"
180622,5.7439954358851,0.0311683668702745,"SS",0.179030957046849,"Trever Morrison","A"
184641,5.75373619466652,0.0309450341475961,"IF",0.178049563020215,"Blake Tiberi","A"
188355,5.55073725393996,0.0306736917791531,"C",0.170261603674417,"Li-Jen Chu","A"
181074,5.58675820371637,0.0296998582420594,"2B",0.165925926683038,"Taylor Snyder","A"
197556,5.6721124335954,0.0291703859604783,"OF",0.165457708899206,"Bradley Keller","A"
180855,5.9216864537787,0.027714448773929,"3B",0.164116275878519,"Brandon Wagner","A"
193247,5.55073725393996,0.0295617032435758,"OF-IF",0.164089247484034,"Billy Cooke","A"
168501,5.81226664430561,0.0277808669488646,"OF",0.161469806316778,"Eric Toole","A"
203840,8.14151072857218,0.0197657057350308,"OF",0.160922705299554,"Hank Morrison","A"
204382,6.32453980407813,0.0253689812422789,"SS",0.160447131655704,"Derian Cruz","A"
188099,5.90729499046477,0.0267863931822875,"OF",0.158235126258346,"Rudy Martin","A"
183784,5.99116697826561,0.0263301243199909,"C",0.157748171359558,"Yoel Gonzalez","A"
174448,5.6340162383832,0.0278069415605958,"IF",0.15666476029217,"Kurt Hoekstra","A"
187585,5.76156539109648,0.0270231230791332,"IF",0.155695490692074,"Will Savage","A"
184585,5.61807804725029,0.027539650534408,"SS",0.154719906096302,"Jordan Gore","A"
203823,5.75938189062521,0.0266976504255942,"3B",0.153761964383409,"Jay Jabs","A"
188255,6.27302586204638,0.0244090766325328,"OF",0.15311876898455,"Dominique Thompson-Williams","A"
183186,5.71095375739605,0.0265619472715001,"C",0.151694052573929,"Luis Paz","A"
187198,5.92283028463746,0.0255428589278917,"OF",0.151286018414339,"Cole Bauml","A"
187927,6.30215873641841,0.0237906928276514,"OF",0.14993272264923,"Darius Day","A"
189865,5.6340162383832,0.0262829882968379,"SS",0.14807878285762,"Miguel Eladio","A"
197998,5.74148890796692,0.0244511080701874,"OF",0.140385765772481,"Christian Cavaness","A"
203844,5.65205014084953,0.0246724334367463,"OF",0.139449830881262,"Mick Fennell","A"
185329,5.88233373746469,0.0236693509587663,"1B",0.139231021688644,"Dylan Burdeaux","A"
165106,5.4237750548219,0.025480965408931,"C",0.13820302455774,"Shane Zeile","A"
180769,6.04255024092077,0.0228317902244642,"SS",0.137962239521489,"Brock Carpenter","A"
186648,5.71147600545305,0.0241449773729404,"C",0.137903458917756,"Michael Tinsley","A"
189887,5.60881003183804,0.0241566511457207,"OF",0.13549006728173,"Victor Fernandez","A"
183896,6.3051442832197,0.0214464668228494,"OF",0.13522306768335,"Angel Perez","A"
183517,5.75373619466652,0.0233623158844557,"IF-C",0.134420602495626,"Nick Sciortino","A"
188177,5.58611035321105,0.0238514558480955,"SS",0.133236864452203,"Milton Ramos","A"
188177,5.58611035321105,0.0238514558480955,"SS",0.133236864452203,"Milton Ramos","A"
171208,5.58675820371637,0.0238316752870141,"3B",0.13314180741803,"Zach Remillard","A"
173826,6.20514786961909,0.0214249296413294,"C",0.132944856520634,"Joey Roach","A"
