"playerid","highA.WAR","highAprob","posit","eWAR.highA","PlayerName","Level"
197885,6.38317408874616,0.396599138669544,"2B",2.53156134557448,"Carlos Sepulveda","highA"
174012,7.44329474294016,0.337626453457658,"IF",2.51305320609891,"Tim Lynch","highA"
184954,5.80179937285369,0.426914644314976,"C",2.47687311564869,"Chris DeVito","highA"
197788,7.36094320005327,0.334568253044919,"C",2.4627379072047,"Anthony Dimino","highA"
182880,15.0522605531522,0.155680085134133,"C",2.3433372043759,"Carlos Martinez","highA"
203501,6.15750233858292,0.374439702526654,"2B",2.30561334396616,"Omar Estevez","highA"
188161,6.49388897732093,0.348656209310462,"OF",2.26413471451571,"D.J. Peters","highA"
170990,5.94230298369662,0.377091988598779,"SS",2.24079484897861,"Donnie Walton","highA"
186664,5.76706985107802,0.380879789219517,"IF",2.19656034929283,"Ryan Howard","highA"
186668,13.12808730153,0.155428511873201,"OF",2.04047907301827,"Jake Ring","highA"
180756,5.76453358345099,0.351245552376288,"3B",2.02476678271091,"Jonah Arenado","highA"
197356,6.14222720759296,0.327056151160748,"3B",2.00885319007018,"Ke'Bryan Hayes","highA"
174244,6.23138345806611,0.32092539474262,"C",1.9998091960725,"Keith Skinner","highA"
185067,6.02190163910618,0.323608236656835,"OF",1.94873697075205,"Bryan Reynolds","highA"
183410,6.55431313227931,0.295433566304309,"DH",1.93636410334445,"Victor Moscote","highA"
188179,7.63702359355207,0.248239006020117,"1B",1.89580714581555,"Roberto Ramos","highA"
189926,6.32691054224073,0.294858785294398,"SS",1.86554515715143,"Jose Gomez","highA"
189926,6.32691054224073,0.294858785294398,"SS",1.86554515715143,"Jose Gomez","highA"
181081,5.85951814772089,0.317587848464558,"3B",1.86091176157371,"Will Craig","highA"
198610,10.8848871252176,0.166887106269176,"C",1.81654731439418,"Raul Hernandez","highA"
182827,6.02000648941879,0.298854266623424,"1B",1.79910462446351,"Juan Kelly","highA"
209798,5.94480893026075,0.298190864332413,"3B",1.7726877132055,"Luis Yander","highA"
181572,5.73016952195947,0.304979964359667,"SS",1.74758689658205,"Sergio Alcantara","highA"
181572,5.73016952195947,0.304979964359667,"SS",1.74758689658205,"Sergio Alcantara","highA"
197433,6.22782606754412,0.277949978770886,"3B",1.73102412326266,"Donny Sands","highA"
197704,5.84108322590682,0.291872990977826,"1B",1.70485443169583,"Seth Brown","highA"
199586,5.80284040226668,0.293414507399006,"OF",1.70263755814613,"Dustin Frailey","highA"
182544,6.12826617993927,0.272500673912652,"OF",1.66995666394956,"Ronnie Dawson","highA"
181043,5.91658913655674,0.277665154682875,"2B",1.64283063779705,"Gosuke Katoh","highA"
208250,5.65094501823091,0.290459673075059,"SS",1.64137164256048,"Alfredo Rodriguez","highA"
210078,6.71221971739957,0.242758090827327,"CF",1.62944564380946,"Brandon Sandoval","highA"
185721,6.00841161837154,0.261623571523007,"OF",1.57194210677869,"Corey Bird","highA"
181046,5.9860448075382,0.260243480357439,"CF",1.55782913428932,"Ryan Boldt","highA"
202574,5.63542921328925,0.274239758693121,"IF-P",1.54545874758461,"Darick Hall","highA"
209297,5.7927414453449,0.266524034688754,"OF",1.54390482192209,"Yanio Perez","highA"
188390,5.83135783143474,0.262875483153958,"3B",1.53292100738203,"Jomar Reyes","highA"
197365,17.8261101782481,0.0837738117042593,"OF",1.49336119749194,"Eric Jenkins","highA"
203170,5.67673614261411,0.258694846168719,"SS",1.46854238315397,"Lucius Fox","highA"
187936,6.09371483415363,0.240706572442462,"SS",1.4667972111709,"Isan Diaz","highA"
188121,10.6178668864454,0.137956801320116,"C",1.46480695249678,"Roy Morales","highA"
181012,6.17570200780007,0.234476707324061,"RF",1.44805827220355,"Heath Quinn","highA"
187897,11.5929436688791,0.123138721713662,"OF",1.42754026428426,"Jodd Carter","highA"
210012,12.7037664750557,0.111678747348242,"RF",1.41874072653881,"Chas McCormick","highA"
197692,5.87208687905811,0.237825210514114,"OF",1.39653029816916,"Trey Amburgey","highA"
188353,6.12512646677025,0.220068975342992,"SS",1.34795030538837,"Willi Castro","highA"
200740,6.05817850063689,0.221839320887827,"IF",1.34394220439852,"Jordan Zimmerman","highA"
185602,6.6151741903461,0.202470095757895,"C",1.33937495177453,"Cooper Hummel","highA"
181539,5.83475844271909,0.225220548084758,"3B",1.31410749441136,"Wander Franco","highA"
184151,5.59325938143872,0.231240287560406,"SS",1.29338690776383,"Jose Martinez","highA"
187799,6.08032797437943,0.20992241953859,"OF",1.27639715996991,"Michael Gettys","highA"
203845,6.87158015872439,0.184408044777515,"2B",1.26717466160233,"Nate Easley","highA"
188364,6.40032274979782,0.195344665455931,"SS",1.25026890636924,"Ruddy Giron","highA"
183935,10.6532532405149,0.116526543270915,"IF",1.24138677470688,"Stephen Alemais","highA"
187792,8.35071886376215,0.148243865204493,"C",1.23794284160017,"Chase Vallot","highA"
187886,6.04197222047381,0.201542452933222,"SS",1.21771390186868,"D.J. Burt","highA"
197345,5.65526063884916,0.213387598557271,"SS",1.20676248693948,"Cornelius Randolph","highA"
182815,6.06110021468694,0.198219869183711,"2B",1.20143049166461,"Nate Mondou","highA"
184051,5.82129591417066,0.205182616736548,"OF",1.19442872846731,"Yonathan Daza","highA"
183170,8.90392573797883,0.133583215233008,"OF",1.18941502827514,"Ibandel Isabel","highA"
188096,5.8851532074868,0.200050611585735,"2B",1.17732849843348,"Shane Mardirosian","highA"
170975,5.86689437573643,0.200490432705178,"OF",1.17625619202697,"Andrew Calica","highA"
186202,6.44076789980148,0.181882240795538,"IF",1.17146129805986,"Garrett Copeland","highA"
171237,5.9163035385444,0.195335922706491,"OF",1.15566661071325,"Wes Rogers","highA"
208788,8.36190511719701,0.13468423465796,"C",1.12621679099216,"Julio Rodriguez","highA"
183574,6.06842186846767,0.184657176668292,"OF",1.12057764906336,"Ademar Rifaela","highA"
204415,6.8821969687446,0.160820853481801,"C",1.10680079034337,"Elys Escobar","highA"
204097,17.6668045802553,0.0614683226975203,"OF",1.08594884497316,"Dom Abbadessa","highA"
174238,6.06116758304456,0.176150305678137,"1B-OF",1.06767652251971,"Brett Siddall","highA"
193850,5.7698321956425,0.184683858381199,"IF",1.06559487210332,"Chris Iriart","highA"
197972,7.00608617625066,0.151673056171019,"SS",1.06263450214947,"Hoy Jun Park","highA"
209804,6.12412448138217,0.169527505975103,"OF",1.03820754960979,"Yuniet Flores","highA"
167809,6.10405433205245,0.169873520734242,"C",1.03691720013885,"Seby Zavala","highA"
187798,6.18265484604995,0.165817565467931,"OF",1.02519277470051,"Monte Harrison","highA"
197391,5.54085139042131,0.184139856207217,"SS",1.02029157829774,"Jalen Miller","highA"
186078,10.6094034522629,0.0954111959392742,"CF",1.01225587158266,"Ian Strom","highA"
173182,9.09597834855731,0.109251376090121,"IF",0.993748151465833,"Trey York","highA"
190135,6.07610102146981,0.160839761707893,"OF",0.97727864040629,"Edward Olivares","highA"
203997,6.09542138286959,0.159266731052515,"CF",0.970797838037242,"Luke Raley","highA"
190152,5.79860858663665,0.166251547951106,"3B",0.964027653490921,"Jermaine Palacios","highA"
181189,5.63802280477786,0.170409363733059,"SS",0.960771878874673,"Eli White","highA"
184147,5.81714064910306,0.163911770001927,"OF",0.953497820144643,"Ka'ai Tom","highA"
180994,6.22460337985736,0.15222909859145,"OF",0.947565761604979,"Bryan Hudson","highA"
182784,5.90213404503071,0.15833229993362,"1B",0.934498457866234,"Sandber Pimentel","highA"
184086,6.04276380142137,0.154109991829564,"OF",0.931250280065033,"Alex Call","highA"
185989,5.76333922051154,0.159054724460358,"SS",0.916686331690037,"Michael Paez","highA"
197350,5.75461810910372,0.157686264137221,"OF",0.907424231160965,"Trent Grisham","highA"
175861,5.8192310618774,0.155832512788412,"IF",0.906825398868733,"Mylz Jones","highA"
169459,6.34673701499531,0.142015888558563,"OF-C",0.90133749663208,"Justin Pacchioli","highA"
170088,5.8224383739398,0.152335728406338,"C",0.886965390795132,"Kevin Krause","highA"
183117,5.8201450572284,0.150904827180212,"IF",0.878287984024815,"Carmen Benedetti","highA"
184195,5.67532380127958,0.154402239690957,"OF",0.876282705888965,"Jake Fraley","highA"
197887,6.12159840112599,0.142276555523006,"SS",0.870959934807346,"Andruw Monasterio","highA"
184367,6.4981770951558,0.129900120332913,"C",0.844113986605319,"Jhonathan Alvarez","highA"
165443,5.90827314098265,0.140243054316864,"C",0.8285942710297,"Max Pentecost","highA"
171070,5.53232358823623,0.147968384651279,"SS",0.818608984719486,"Trent Giambrone","highA"
185614,5.64908343668977,0.144521224949882,"SS",0.816412458114494,"Kyle Holder","highA"
183597,5.66249014455276,0.140863262199527,"IF",0.797636833934374,"Connor Justus","highA"
183952,6.04053741637115,0.132033067272572,"3B",0.797550683058222,"Victor Acosta","highA"
185774,5.60273289170469,0.141740538229784,"OF",0.794134375627937,"Kyle Lewis","highA"
175283,5.91399138714061,0.133960079837908,"IF",0.792238758382056,"Zander Wiel","highA"
184356,5.60957883752527,0.139194145670495,"3B",0.780820533860616,"Rafael Valera","highA"
187902,7.37727603988062,0.104836813331938,"C",0.77341011109114,"Ruben Castro","highA"
188212,5.56496197137675,0.137873401911047,"SS",0.76726023849932,"Brian Schales","highA"
185015,5.98927032995601,0.12765941075115,"IF",0.764586721151531,"Zack Short","highA"
187948,5.69664327913846,0.133673528328997,"2B",0.761490406754104,"Luke Dykstra","highA"
174632,7.19097088041473,0.104916669948817,"OF",0.754452718472024,"Zach Reks","highA"
180657,5.82917214931916,0.128627424564521,"C",0.749791400910155,"Alex Murphy","highA"
181876,5.76355917044684,0.129077456124056,"OF",0.743945555941754,"Jairo Beras","highA"
187787,5.83437848317435,0.126932156924636,"OF",0.740570245184009,"Braxton Davidson","highA"
171048,5.76663609471473,0.127779383225485,"OF",0.73685720346847,"Gio Brusa","highA"
183482,5.85004688229345,0.125234039932215,"SS",0.732625004862468,"Kelvin Gutierrez","highA"
183149,6.62368222631453,0.110577648008189,"IF",0.732431201739509,"Chris Baker","highA"
181176,5.90020414885813,0.124086486365672,"C",0.732135601671965,"Edgar Cabral","highA"
165196,5.83620778025291,0.123589000576041,"IF",0.721291086715571,"Austin Davidson","highA"
170982,5.67482734384081,0.126825465545499,"OF",0.719712619772937,"Ty Moore","highA"
183098,5.89764501297898,0.122011599860258,"3B",0.719581103441437,"John Brontsema","highA"
171495,5.95208329719318,0.120076175533331,"RF-OF",0.714703398782778,"Wuilmer Becerra","highA"
188414,6.14153938714483,0.111704740753322,"SS",0.686039065067328,"Zach Shepherd","highA"
182557,5.6334329571363,0.121422344308346,"3B",0.684024636159384,"Nick Sergakis","highA"
194774,6.14410275738956,0.108667642253381,"3B",0.667665160408019,"Jordan Pearce","highA"
203918,6.90238901655209,0.0941625610686195,"OF",0.649946627290455,"Casey Scoggins","highA"
167812,5.78693499948026,0.112240823323947,"IF",0.649530348863827,"Jared Foster","highA"
170921,5.6729142764543,0.112100268558182,"SS",0.63593521389807,"Josh Lester","highA"
184493,6.11197152844728,0.103759088862431,"OF",0.63417259694481,"Alexander Palma","highA"
204054,5.930105081005,0.106221411581855,"SS",0.62990413253308,"Keith Grieshaber","highA"
171075,6.08944141277484,0.102110579516775,"SS",0.621796391591891,"Brandon Lopez","highA"
203471,5.7927414453449,0.10725417825121,"OF",0.621295723542191,"Eddy Martinez","highA"
175422,6.04130714441572,0.102384174755786,"IF",0.618534246427237,"Mike Brosseau","highA"
185229,6.42157682413154,0.0961313442407708,"IF",0.617314812249145,"Ricky Surum","highA"
184052,6.10911463613186,0.100967518130001,"C",0.616822142781898,"Hamlet Marte","highA"
181152,5.56496197137675,0.110712256941383,"OF",0.616109499644087,"Stephen Wrenn","highA"
180741,6.10911463613186,0.0995619149680316,"OF",0.608235151932518,"Rod Boykin","highA"
167841,6.1169676122519,0.0989378991651981,"IF",0.605199924817761,"Chris Paul","highA"
194581,5.71996923474651,0.105316037239188,"OF",0.602404492933571,"Ronnie Jebavy","highA"
168816,6.18071971533035,0.0971433705418911,"OF",0.600415945521908,"Tyler Sullivan","highA"
197441,5.66852787133133,0.1057565779491,"2B",0.599484109681096,"Andrew Brodbeck","highA"
173958,5.79017742055969,0.102838696452963,"OF",0.595454298161738,"Kyle Survance","highA"
190039,16.002639475252,0.0371535039670921,"SS",0.594554129227721,"Westhers Magdaleno","highA"
169122,6.22793187320836,0.0946613798632527,"IF",0.589544624812235,"Peter Maris","highA"
203809,6.08533892516527,0.0959257866203035,"OF",0.583740923247631,"Shane Billings","highA"
185078,5.90373274647799,0.0960904675704536,"C",0.567292440020069,"Gavin Collins","highA"
175164,5.98393043010672,0.0947915612501068,"IF-P",0.567226107881839,"Kyle Overstreet","highA"
171172,5.8224383739398,0.0972189806954259,"OF",0.56605152387636,"Jacob Robson","highA"
164065,5.54085139042131,0.101755732287678,"IF",0.563813390729522,"Shane Hoelscher","highA"
182739,5.96074668822144,0.0942653938070955,"3B",0.561892133949534,"Randy Cesar","highA"
180979,5.76285778621736,0.0954408567121782,"SS",0.550012084227032,"Mark Karaviotis","highA"
204044,6.80126028690115,0.0806247254873034,"CF",0.548349743599103,"Jacob Zanon","highA"
181126,5.98691100647363,0.0904246367783726,"SS",0.541364253184819,"Ben Deluzio","highA"
170962,5.75490370711607,0.0927297754220976,"OF",0.53365092833667,"Daniel Sweet","highA"
171177,5.85017501914566,0.0906166684142432,"C",0.530123369875211,"Jameson Fisher","highA"
185809,5.84177603248169,0.0899472285670486,"OF",0.525451564031137,"T.J. Friedl","highA"
184354,7.34616620255605,0.0711238421992555,"SS",0.5224875657601,"Ariel Montesino","highA"
181117,5.65526063884916,0.0905282530023988,"2B",0.511960865908244,"Cavan Biggio","highA"
182587,7.14544760065405,0.0708312365324848,"OF",0.506120889132402,"Kort Peterson","highA"
187781,7.67320202871696,0.065608762528877,"OF",0.503429289738188,"Derek Hill","highA"
181021,5.76114964562156,0.0870899498691098,"OF",0.501738233825621,"Josh Hart","highA"
173333,5.76526745527964,0.0865941458668275,"IF",0.499238410983759,"Anthony Hermelyn","highA"
171218,5.66084369473883,0.0876767019238485,"SS",0.496324105261114,"Mikey White","highA"
197781,5.8826434452603,0.083533295439767,"SS",0.491396592879738,"Josh Altmann","highA"
204389,16.0741896729343,0.0298788822014801,"2B",0.48027881972185,"Raul Rivas","highA"
171034,5.77761193648084,0.0829865143924113,"SS",0.479463876120534,"David Olmedo-Barrera","highA"
203944,6.12950367115547,0.0774125301921844,"3B",0.474500388006428,"Joe Rizzo","highA"
188320,5.58364749016419,0.0845939014935981,"SS",0.472342525757926,"Grenny Cumana","highA"
183936,6.1443889365147,0.075657024435259,"C",0.464866183909627,"Jake Rogers","highA"
183936,6.1443889365147,0.075657024435259,"C",0.464866183909627,"Jake Rogers","highA"
185073,5.87707526165636,0.0786507653153223,"C",0.462236467145021,"Jack Kruger","highA"
170942,12.5717758931098,0.0366787816999406,"2B",0.461117423563949,"Malcolm Seibert","highA"
156510,5.90454479718368,0.0777474989056542,"OF",0.459063590157425,"Austin Wilson","highA"
171259,5.62868586165027,0.081540794881083,"OF",0.458967519294877,"Skye Bolt","highA"
203836,5.75258406499814,0.0790766571851722,"RF",0.454895118036742,"Taylor Kohlwey","highA"
185776,5.88532301205988,0.0765263553019369,"1B",0.45038231988756,"Nathaniel Lowe","highA"
210292,10.851865596017,0.04124781849458,"C",0.447615782432088,"Charlie Meyer","highA"
189368,5.41718293712608,0.0824067712638902,"OF",0.446412555194397,"Telmito Agustin","highA"
182878,5.63539060438274,0.0789185592569576,"SS",0.444736907348082,"Ray-Patrick Didder","highA"
187811,6.10776987917554,0.0725884902792418,"IF",0.443353794502379,"Eudor Garcia","highA"
174972,5.74369186161497,0.0770765970117291,"C",0.442704222977245,"Mitchell Kranson","highA"
173321,6.40646798605694,0.0684576962003162,"OF",0.438572039106538,"Craig Aikin","highA"
193511,5.82527697178639,0.0751949923549403,"OF",0.438031657358887,"Roman Collins","highA"
197499,7.64239667926748,0.0571562524442625,"SS",0.436810753879406,"Branden Becker","highA"
171066,5.95338331232548,0.0725541048992774,"3B",0.431942397348071,"Joe DeCarlo","highA"
181169,5.85739664715829,0.072705696107131,"C",0.425866100607219,"Sicnarf Loopstok","highA"
171115,5.57876351383736,0.0756518640137464,"3B",0.422043858713674,"Mitch Nay","highA"
183904,6.85978300289521,0.0609404965412205,"OF",0.418038582361459,"Manny Sanchez","highA"
175237,5.77915884219702,0.0723071252118712,"OF",0.417874362022033,"Mark Laird","highA"
173127,5.80722383466264,0.0718928217140076,"OF",0.417497707798737,"Ricky Eusebio","highA"
188318,5.98344995747043,0.0696939344962144,"C",0.417010169397321,"Wilson Garcia","highA"
204416,6.0231164425248,0.069226415014887,"SS",0.416958758533212,"Jose Salas","highA"
188049,6.23209299160475,0.0668344761636631,"OF",0.41651867049714,"Trenton Kemp","highA"
197411,6.35981621823187,0.0652916461692947,"SS",0.415242870222537,"Brendon Davis","highA"
197411,6.35981621823187,0.0652916461692947,"SS",0.415242870222537,"Brendon Davis","highA"
168076,5.77225562407958,0.0703549720814787,"IF",0.406106883279277,"Ian Sagdal","highA"
197455,8.94178105403606,0.0451505729513693,"OF",0.403726537795427,"Satchel McElroy","highA"
174644,5.68440992329054,0.070544512142212,"IF",0.40100392485488,"Sam Haggerty","highA"
175013,6.98505325760437,0.0570270324992062,"IF-C",0.39833685913009,"Justin Hazard","highA"
197763,6.61979590048238,0.0596467170448166,"C",0.39484909297051,"Stephen Zavala","highA"
195722,11.5785067180275,0.0339189771441629,"C",0.392731104732312,"Nick Hutchins","highA"
170798,6.23172286953599,0.0626234215715811,"IF",0.390251808376215,"Mitch Gunsolus","highA"
180782,5.58117303866263,0.069436198637406,"RF",0.387535439742313,"Narciso Crook","highA"
171279,6.34592283037719,0.0610610032958174,"2B",0.387488414860665,"Leon Byrd","highA"
180898,6.10658057417773,0.0633626111880345,"OF",0.386928890610028,"Ricardo Bautista","highA"
170984,5.80490758547357,0.0659544491299667,"C",0.382859482050274,"John Silviano","highA"
171243,5.80814264171011,0.0656744167779615,"OF",0.38144638055752,"Rhett Wiseman","highA"
171241,5.63802280477786,0.0667572377201143,"OF",0.376378828649982,"Tate Matheny","highA"
165448,5.94370813577079,0.0629198300314282,"3B",0.373977105659115,"Jose Brizuela","highA"
173869,6.51056067259986,0.0572645525635992,"IF",0.372824343854597,"P.J. Higgins","highA"
188257,8.86812926830629,0.0413904946753554,"C",0.367056257260195,"Mitch Trees","highA"
188405,6.01600468353014,0.0603333933586805,"C",0.362965977019088,"David Rodriguez","highA"
208685,17.5950144260829,0.0203970699546255,"SS",0.358886740101458,"Jonathan Guzman","highA"
173413,5.77996683333248,0.0616988867920821,"C",0.35661751931177,"Max McDowell","highA"
188189,6.25202157591317,0.0563969156101807,"SS",0.352594733209804,"Jeremy Rivera","highA"
183957,6.31100357266571,0.0554556444328291,"C",0.349980770140064,"Jhon Nunez","highA"
188444,5.85319794152774,0.0591145262158145,"SS",0.346009023160794,"Osvaldo Duarte","highA"
181546,7.09250093289881,0.0487242928836677,"SS",0.345577092732248,"Cristian Gomez","highA"
203850,5.71777098073583,0.0604124470588039,"3B",0.345424536668068,"Brady Conlan","highA"
171022,5.97001358719081,0.0578131536770659,"SS",0.345145312970433,"Landon Lassiter","highA"
190261,7.34090535408939,0.0468748582244877,"2B",0.344103897712323,"Franklin Rollin","highA"
171165,5.61382153798843,0.0599068756489925,"OF",0.336306508791909,"D.J. Davis","highA"
209799,5.60535979898258,0.0595496183467417,"SS",0.333797036725581,"Arturo Lara","highA"
210215,6.04276380142137,0.0540509982137448,"SS",0.326617415436708,"Shane Cooper","highA"
182790,5.53195545078102,0.0579450302376561,"OF",0.320549325868873,"Luis Barrera","highA"
175333,6.31365694929183,0.0505403507140962,"1B",0.3190944365057,"Brad Anderson","highA"
173201,6.31669430807032,0.0501682894666623,"IF",0.31689774851969,"Tyler Selesky","highA"
165569,6.03365601252753,0.0517694372432121,"C",0.312358976287673,"Blaise Salter","highA"
203879,6.42157682413154,0.0480222041870377,"SS",0.308378273451194,"Dane Hutcheon","highA"
184496,6.93074492068909,0.0436656618019414,"1B",0.302635563742333,"Daniel Barrios","highA"
195960,6.19059111669554,0.0488707256321057,"OF",0.302538679964579,"Matt McLean","highA"
175241,5.66057411403375,0.0531088029229951,"C",0.300626315053226,"Chris Chinea","highA"
183899,6.76722540710689,0.0441848715944528,"OF",0.299008985663736,"Angel Moreno","highA"
175447,5.53232358823623,0.0538228038349862,"IF",0.297765167241305,"Blake Butler","highA"
184536,5.58890454818051,0.0532464614801846,"C",0.297589390741123,"Angel Reyes","highA"
198745,17.0094934753111,0.017084813628522,"SS",0.29060402594125,"Jesus Navarro","highA"
170904,5.72840040082347,0.0506590977991294,"C",0.290195596137888,"Wilfredo Rodriguez","highA"
183059,5.61370145889166,0.0514364582469113,"OF",0.288748920700906,"Robert Garcia","highA"
174808,5.79666221335686,0.0497402121966687,"IF",0.288327208524781,"Trey Vavra","highA"
170529,6.71741334544914,0.0411179629809283,"1B-3B",0.276206353265772,"Connor Panas","highA"
181548,5.59746907473683,0.0480578754795073,"C",0.269002471794096,"Julian Leon","highA"
184404,6.52944079622456,0.0411404172835136,"C",0.268623918984676,"Daniel Gonzalez","highA"
165597,5.76663609471473,0.0460872121558263,"SS",0.265768181122564,"David Masters","highA"
187386,5.64148925355495,0.0471089864743774,"IF",0.265764840941066,"Chris Clare","highA"
181664,5.56479396722507,0.0477442975612724,"2B",0.265687179038367,"Bryan Mejia","highA"
190307,6.14987472135122,0.0419908583301136,"OF",0.258238518172206,"Ariel Serrano","highA"
195059,5.59761458006673,0.0456159435586449,"OF",0.255340470747372,"Nick Heath","highA"
173380,6.01061006553945,0.0424264393767334,"C-OF",0.255008783562793,"Boomer White","highA"
188270,6.01058913395901,0.0423767953609066,"3B",0.25470950572827,"Jared Walker","highA"
173082,5.70642909483756,0.043933871661037,"P-IF",0.250705523495401,"Joe Cronin","highA"
180957,5.55606603173647,0.0447731347941697,"C",0.248762493364244,"Tanner Murphy","highA"
183489,5.97656842687251,0.0411749095570612,"2B",0.246084664438063,"Edwin Lora","highA"
188240,5.76137227774687,0.0426721912680509,"SS",0.245850379802461,"Zach Sullivan","highA"
164198,5.52525070804855,0.044428668616748,"C",0.245479532732342,"Brad Haynal","highA"
181930,5.76309994786536,0.0423746356279744,"2B",0.244209260378393,"Henry Castillo","highA"
174951,5.6782788028331,0.042644072316538,"IF",0.24214493190148,"Cody Ramer","highA"
165427,10.4661389962608,0.0231022873817495,"SS",0.241791750868953,"Matt Eureste","highA"
198996,6.03176245937096,0.0399546686281774,"SS",0.240997070308047,"Kevin Vicuna","highA"
171063,5.67804982328481,0.0423777432877124,"2B",0.240622937786005,"Avain Rachal","highA"
171226,5.98009637205812,0.0401853522510038,"C",0.240312279206105,"Marcus Greene","highA"
174614,5.55578043372412,0.0431537474512613,"OF",0.23975274573159,"Daniel Kihle","highA"
197407,9.19310541812684,0.0259842257103832,"OF",0.238875726163955,"Josh Magee","highA"
181538,5.56479396722507,0.0428840860512355,"SS",0.238641103347876,"Jecksson Flores","highA"
194171,6.10135972983592,0.038648824154564,"IF",0.235810379302167,"Stijn Van derMeer","highA"
173204,6.30238213026682,0.0371302104163034,"OF",0.234008774620758,"Jake Noll","highA"
171113,5.6346453942188,0.0405770160242117,"OF",0.228637096451967,"Cam Gibson","highA"
197736,5.61622453554334,0.0396757878477989,"OF",0.222828133177821,"Ledarious Clark","highA"
184412,5.7797988291808,0.0380053228573305,"SS",0.219663120553437,"Johan Cruz","highA"
171042,5.67319401764521,0.0384069918016126,"OF",0.217890316124657,"John Sewald","highA"
169212,6.98511743944335,0.0311744986326462,"IF",0.2177575340648,"Mason Davis","highA"
188396,8.87134823689934,0.0244507184469,"3B",0.216910837984829,"Luis Encarnacion","highA"
165251,6.01802819786125,0.0357675795059209,"2B",0.215250302035876,"Ty Washington","highA"
187984,5.96179237325023,0.0360066763093652,"1B",0.214664328207263,"Chris Gittens","highA"
190277,5.68359162245428,0.0377382222879261,"SS",0.214488644041974,"Alejandro Salazar","highA"
185301,6.19823393150624,0.0344447990093469,"C",0.213496921983647,"Tyler Sanchez","highA"
183761,6.96245425744648,0.0306449090261632,"1B",0.21336377731827,"Carlos Munoz","highA"
175288,6.23923512418357,0.0335056904202567,"IF",0.209049880530087,"Dillon Dobson","highA"
203906,5.65159763027774,0.0364706783314451,"OF",0.206117599232617,"Preston Scott","highA"
173420,5.53212345493271,0.0370209835681738,"IF",0.204804651522173,"Vinny Siena","highA"
197432,9.81330717049329,0.0207585406751804,"OF",0.203709936056724,"Aldemar Burgos","highA"
198987,6.24984291284318,0.0313341476537127,"C",0.195833500643538,"Randy Vasquez","highA"
169695,6.09531902679496,0.0319116532580398,"IF-OF",0.194511707280213,"James Vasquez","highA"
194503,5.86724484906527,0.0327255658720076,"IF",0.192008907795283,"Brandon Montgomery","highA"
168293,5.79720466740377,0.0325767708446241,"C",0.188854207989398,"A.J. Murray","highA"
197728,5.69848432263222,0.0324650760714492,"C",0.185001727026216,"Christian Kelley","highA"
180899,7.31569035273914,0.0250616684946495,"SS",0.183343406429854,"Edwin Diaz","highA"
176795,5.81496936818669,0.0314443787617123,"IF",0.182848099301018,"Mandy Alvarez","highA"
193949,5.62647435085318,0.0324949158349791,"OF",0.182831810478642,"Joel Booker","highA"
186543,6.08885335285057,0.0299517537384244,"C-IF",0.18237183617396,"Brady Policelli","highA"
