"playerid","lowA.WAR","lowAprob","posit","eWAR.lowA","PlayerName","Level"
194149,8.6561659785245,0.0767509490982548,"1B-OF",0.664368954403779,"Evan White","lowA"
204339,19.7693262636634,0.0324856315904781,"C",0.642219049793332,"Gustavo Polanco","lowA"
188467,5.02982922342429,0.125395833860365,"IF-OF",0.630719629646519,"Logan Farrar","lowA"
209894,5.00164921009278,0.122637686919563,"3B",0.613390689908837,"Austin Filiere","lowA"
195462,6.35256141085801,0.0964728960305915,"OF",0.612849996517652,"Bryce Johnson","lowA"
183427,9.92326531571733,0.0617146689420079,"1B",0.612411033783205,"Walter Rasquin","lowA"
185773,4.74082716888654,0.127198164854767,"IF",0.603024515775986,"Danny Edgeworth","lowA"
197737,5.30976487435388,0.109787103456851,"2B",0.582943705592246,"Daniel Martin","lowA"
198723,5.13698688146455,0.112568942950157,"1B",0.578265183195289,"Geoandry Montilla","lowA"
208372,9.3095580133477,0.0617509471163924,"2B",0.574874024559221,"Cristian Inoa","lowA"
203958,9.26286429154265,0.0599464011567541,"OF",0.555275378681389,"Thomas Jones","lowA"
195425,4.36785586863979,0.127051131557256,"C",0.554941030589688,"Deon Stafford","lowA"
197722,7.52635017478575,0.0706128519851599,"3B",0.531457050880628,"Garrett Benge","lowA"
173614,10.6833271271546,0.0484911445117812,"IF",0.518046759589488,"Matt Dacey","lowA"
187508,8.00340567948181,0.063886280257222,"SS",0.511307818251618,"Ryan Grotjohn","lowA"
183158,5.76013750159284,0.0881797794534179,"OF",0.507927654511818,"Jack Meggs","lowA"
208801,11.3376304905466,0.0445609364411971,"2B",0.505215431683025,"Kervin Suarez","lowA"
192540,11.8039634337025,0.0425133892020191,"C",0.501826491583397,"Alexis Wilson","lowA"
204332,11.8102301957552,0.0419216755607623,"SS",0.495104638564368,"Christopher Quintin","lowA"
208566,6.86067922903826,0.0710204506932742,"C",0.487248530908282,"Gresuan Silverio","lowA"
196044,5.85901431500333,0.0828929941438688,"IF",0.485671239302415,"Orlando Garcia","lowA"
182578,5.50362051774018,0.0860580031145818,"IF",0.47363059165716,"Bret Boswell","lowA"
196493,4.89107994730043,0.0934086325230926,"2B",0.456869089438453,"Cullen Large","lowA"
198656,7.20786366611777,0.0631277913033387,"C",0.4550165132576,"Jason Lopez","lowA"
198523,7.83138663838733,0.0579363765278907,"SS",0.4537221650171,"Edgardo Fermin","lowA"
188256,6.13955911440542,0.0737134010858242,"3B",0.452567783490294,"Will Toffey","lowA"
204295,6.88586479564079,0.0647473121968035,"OF",0.445841237668332,"Chavez Young","lowA"
204373,4.96534925751743,0.0896736854328976,"2B",0.445261167383089,"Yariel Gonzalez","lowA"
187862,4.15066266133363,0.105231048075355,"SS",0.436778582059379,"Jesse Berardi","lowA"
204344,5.68480465812016,0.0758902579149434,"IF",0.43142129170081,"Jhonny Bethencourt","lowA"
190315,12.8177832021377,0.0335578243992273,"2B",0.430136917884702,"Raul Siri","lowA"
188022,4.56106088757845,0.0932865347257223,"3B",0.425485564875221,"Bubba Hollins","lowA"
209821,4.92927620427688,0.0861461126129012,"SS",0.42463798299373,"Chris Seise","lowA"
203929,4.86939588453771,0.0866292944024012,"OF",0.421832329643458,"Will Benson","lowA"
203904,7.52524168204942,0.0542693723901126,"2B",0.408390143168737,"Caleb Lopes","lowA"
185159,5.35114973108286,0.0759292312451079,"OF",0.406308685358587,"Austin Guibor","lowA"
200647,5.26398167284249,0.0768866434017478,"OF",0.404729881753177,"Chris Sharpe","lowA"
194306,4.26576064429889,0.0930864700313209,"3B",0.397084600376316,"Drew Ellis","lowA"
208916,6.55738715121888,0.0603474463224888,"C",0.395721569123959,"Miguel Amaya","lowA"
196415,6.98238908267539,0.0557731391600745,"UT",0.389429757977839,"Kyle Davis","lowA"
193138,6.35915510403138,0.0611286687778815,"IF-OF",0.388726686061509,"Daniel Jipping","lowA"
195970,4.41294459436351,0.0878945609954394,"OF",0.387873827818778,"Austen Wade","lowA"
197712,5.42131893583752,0.0703881016178484,"OF",0.381596348158497,"Woody Edwards","lowA"
194230,3.8588543403058,0.0967816477677804,"C",0.373466281550646,"David Banuelos","lowA"
204010,7.20740591858538,0.0516342621217706,"CF",0.372149086418239,"Tre Carter","lowA"
194623,5.30271558549757,0.0694905470657917,"IF",0.368488606970526,"Ryan Gridley","lowA"
205891,4.91458497759513,0.0731697676366997,"3B",0.359599040841451,"Jake Scheiner","lowA"
207656,9.69599439787564,0.0370375210063751,"IF",0.359115596189014,"Robbie Glendinning","lowA"
189718,4.59141739390652,0.0781811299978734,"IF",0.358962200147503,"Yeffry De Aza","lowA"
188243,6.15474657962289,0.0581352758692459,"C",0.357807890311675,"Tim Susnara","lowA"
205871,7.27358102230663,0.0486831813919643,"1B",0.354101064278103,"Jake Adams","lowA"
182563,5.87303265934109,0.0598456495069021,"SS",0.351475454073516,"Frankie Rios","lowA"
190069,5.84981124284287,0.0580389327204912,"2B",0.339516801150931,"Welfrin Mateo","lowA"
183000,5.22215716125414,0.0648029462750541,"OF",0.338411169960641,"Jared Oliva","lowA"
171011,7.8941543018014,0.0421803935150165,"OF",0.332978534918244,"Timmy Robinson","lowA"
196387,3.87901179049052,0.0852263595081379,"C",0.33059405339265,"Joey Morgan","lowA"
183895,4.91525370174124,0.067015480162335,"IF",0.329398086941884,"Harrison White","lowA"
197618,15.9883309844284,0.0201702228697933,"OF",0.322488199271942,"Reggie Pruitt","lowA"
204391,6.31060014427103,0.0503208662274039,"OF",0.317554865674498,"Malvin Matos","lowA"
183341,5.94670726031197,0.0533298617273947,"IF",0.317137075925731,"Nick Choruby","lowA"
193560,8.23456767904141,0.038329199803752,"OF",0.315624389867496,"Dylan Busby","lowA"
195129,3.96099004921072,0.0790503701443678,"P-OF",0.313117729528265,"Garrett McCain","lowA"
208846,4.89068639680293,0.063584887789255,"3B",0.31097374575315,"Luis Lara","lowA"
196403,5.32883488405849,0.057264067324497,"IF",0.305150759561853,"Shane Matheny","lowA"
193167,4.96510184079295,0.06021307517663,"IF",0.29896405039929,"T.J. Nichting","lowA"
190198,12.2475857705184,0.0243248301758619,"OF",0.297920443932163,"Andy Pineda","lowA"
195750,7.96021743323293,0.0371737360568098,"SS",0.295911021817817,"Cole Peterson","lowA"
210282,4.51383976369564,0.0654211428662326,"1B",0.295300556056014,"Lazaro Alonso","lowA"
196303,2.83205906139393,0.103306846852649,"IF",0.292571091733079,"Ernie Clement","lowA"
195037,4.87002351881374,0.0594607364759517,"OF",0.289575185083871,"Malique Ziegler","lowA"
186575,3.51261148882945,0.0816668498322358,"C-OF",0.286863914977221,"Matt Diorio","lowA"
208238,6.56319644027005,0.0425574768857239,"OF",0.279313080803258,"Alexander Martinez","lowA"
197473,8.43984083940469,0.0329905555976921,"OF",0.278435038448053,"Nicholos Hamilton","lowA"
183212,4.13964862450318,0.0664857433335232,"1B-P",0.275227615939691,"Kameron Esthay","lowA"
182794,7.37333129213589,0.0360729170539077,"2B",0.2659775681122,"Javier Godard","lowA"
190015,9.74153111324333,0.0272233500068351,"3B",0.265197111098297,"Bryan Lizardo","lowA"
198640,6.04048164643957,0.0431862657081102,"OF",0.260865845388102,"Wagner Lagrange","lowA"
193163,3.84893204553311,0.0676291656526868,"OF",0.260300062893293,"Chris Singleton","lowA"
194251,4.44286924010061,0.0577701354299045,"SS",0.25666515769797,"Michael Osinski","lowA"
188116,6.4241165500557,0.0391650631041805,"SS",0.251600930071542,"Kirvin Moesquit","lowA"
196434,6.75255373769266,0.0371230617538746,"SS",0.250675469400722,"Brett Pope","lowA"
197807,4.64650878095065,0.0532441822368546,"1B",0.247399560298082,"Hunter Newman","lowA"
189912,4.32665170305995,0.0534662854514223,"C",0.231329995004686,"Pablo Garcia","lowA"
197960,8.77570256367155,0.0261737925808133,"SS",0.229693418652451,"Wilkerman Garcia","lowA"
202756,4.23534168535623,0.053548260186456,"1B",0.226795178545999,"Jake Scudder","lowA"
209948,10.438620904475,0.0216820399844742,"C",0.226330595833596,"Anthony Peroni","lowA"
193849,5.11692451011403,0.0441076176609749,"IF",0.225695349892181,"Corey Julks","lowA"
195214,3.86326660369413,0.0582576890335848,"C",0.225064984451846,"Austin Bernard","lowA"
206856,4.1614103506472,0.0533518336066422,"2B",0.222018872596688,"Jared Young","lowA"
188024,3.34306070009256,0.0651704864713582,"2B",0.217868892128312,"Tramayne Holmes","lowA"
182785,4.79812655967417,0.0440607370011529,"OF",0.21140899244405,"Jhonny Rodriguez","lowA"
204007,5.41154829994049,0.0389573585206418,"OF",0.210819627272551,"Josh Stephen","lowA"
186487,5.48439149263483,0.0380799177724555,"OF",0.208845177071489,"Lance Jones","lowA"
197718,3.54697497724828,0.0586441629301214,"2B",0.208009378474812,"Dillon Persinger","lowA"
203964,3.92303922681935,0.0526119406724117,"3B",0.206398707056964,"Kole Enright","lowA"
197453,5.85978551241338,0.0348472269075924,"2B",0.204197275380892,"Yomar Valentin","lowA"
198574,7.86392522818385,0.0256983987343505,"OF",0.202090286130987,"Oscar Gonzalez","lowA"
198868,14.068299224193,0.0142958400960075,"2B",0.20111815613185,"Edgar Rondon","lowA"
190206,10.4038012861323,0.019303979361996,"SS",0.200834765313806,"Jose Polonia","lowA"
183960,9.89226787904213,0.0197084741863828,"OF",0.194961506138885,"Raiwinson Lameda","lowA"
188621,25.7652555803265,0.00756483494831679,"OF",0.194909905866368,"Will Robertson","lowA"
188651,7.87184827107786,0.0244980577610884,"IF",0.192844993631389,"Matthew Batten","lowA"
197403,6.69884927195919,0.0286068795611945,"OF",0.191633174321532,"Chad Smith","lowA"
174425,6.35474016498034,0.0300742325378461,"IF",0.191113933439209,"Deion Tansel","lowA"
197771,4.9071586787725,0.0384499475894408,"C",0.188679994011872,"Marcus Mastrobuoni","lowA"
184213,4.72282347516724,0.0390745602648661,"C",0.184542250500746,"Bryan Tejeda","lowA"
193491,4.14782082512575,0.0438301625275679,"1B-OF",0.181799660900492,"Jeremy Vasquez","lowA"
195658,5.95190021474157,0.0302919197377253,"C",0.180294483591902,"Luke Ringhofer","lowA"
181141,7.46996082961703,0.0240772828510027,"SS",0.1798563597806,"Ramsey Romano","lowA"
204113,8.19801321132707,0.021598265698715,"OF",0.177062867539818,"Jeremiah McCray","lowA"
197937,3.37999465478929,0.0521811275408352,"C",0.176371932168901,"Rodolfo Duran","lowA"
203193,5.30309540160054,0.0331330267983039,"IF",0.175707602055193,"Lucas Tancas","lowA"
209964,3.57072499528547,0.0487398011575667,"3B",0.174036426258567,"Adrian Tovalin","lowA"
197946,6.15185200831879,0.0280198157226338,"OF",0.172373759626007,"Oscar Rojas","lowA"
204334,5.59269815102066,0.0307843210118537,"OF",0.172167415203421,"Kwang-Min Kwon","lowA"
185554,3.49778809194838,0.0484032853826486,"1B",0.169304435222608,"Ben Fisher","lowA"
197437,3.742687979047,0.0451365466167729,"1B",0.16893201043829,"Seamus Curran","lowA"
182560,5.96078542831468,0.0282827019778206,"C-IF",0.16858711782276,"Jalen Washington","lowA"
198648,6.94877758902687,0.024255838191815,"C",0.168548424830346,"Jose Lezama","lowA"
193883,4.06931411227819,0.0411218527696897,"C",0.167337735798724,"Rob Calabrese","lowA"
203803,8.46941937471076,0.0196021620710856,"CF",0.166018931231073,"Armond Upshaw","lowA"
204110,4.06718427997676,0.0402003866681291,"1B",0.163502380705602,"Reynaldo Rivera","lowA"
203956,6.90380189602117,0.0235799385128611,"SS",0.162791224213153,"Cole Stobbe","lowA"
165319,4.81148733694601,0.0333904804710096,"1B",0.160657873960806,"Ryan Krill","lowA"
189518,4.46214624717161,0.0355926095945088,"OF",0.158819429329182,"Luis Asuncion","lowA"
185055,3.66061888437156,0.0431509761859953,"C",0.157959278305522,"Jason Delay","lowA"
197670,4.32875050128042,0.0364494456294,"1B",0.157780556039658,"Curtis Terry","lowA"
188093,5.82159932614164,0.0268227832745852,"C",0.156151497036568,"Scott Manea","lowA"
203990,3.9893302443276,0.0386921968043425,"3B",0.154355950931039,"Ulysses Cantu","lowA"
185802,5.41656731091147,0.0283870860962123,"2B",0.153760562600773,"Justin Bridgman","lowA"
198331,11.0329280742647,0.0137539696864994,"1B",0.151746558286765,"Carlos Baez","lowA"
203343,3.32160131360272,0.0454488555429841,"IF-P",0.150962978273316,"L.J. Hatch","lowA"
190127,4.15865155951138,0.035940533485118,"C",0.149464155627557,"Melvin Novoa","lowA"
187989,14.8922608347003,0.00992872623761979,"C",0.147861180886967,"Gian Paul Gonzalez","lowA"
190249,6.25864942389655,0.0234613456581203,"OF",0.146836337487033,"juan Rodriguez","lowA"
185777,3.7407802960154,0.0389567540225115,"C",0.14572865784413,"Charlie Madden","lowA"
206733,6.97825563405185,0.0208081738873885,"SS",0.145204756663999,"Dylan Snypes","lowA"
183764,9.51666404149184,0.014952495531569,"OF",0.14229787655585,"Michael De La Cruz","lowA"
188229,3.19964772975404,0.0441676641168727,"2B",0.14132096622009,"Payton Squier","lowA"
204106,3.80218827049259,0.0368877671176696,"C",0.140254235459466,"Jeffry Parra","lowA"
203819,4.89617302579535,0.0285398655804548,"C",0.139736120014848,"Tyler Lancaster","lowA"
209898,6.45028342739421,0.0213708447321187,"2B",0.137848005605,"Tanner Nishioka","lowA"
180689,6.07040885960381,0.0226857417397739,"1B",0.137711727643808,"Aubrey McCarty","lowA"
198638,7.13695559438118,0.018834912847314,"SS",0.13442393661532,"Jesus Lage","lowA"
198714,6.41048349873093,0.0209608358467264,"3B",0.134369092315047,"Omar Meregildo","lowA"
173143,5.61019836088874,0.0235533348273368,"C",0.132138880441788,"Chance Shepard","lowA"
197368,3.98725634598898,0.0330236453035097,"C",0.131673739304109,"Chris Betts","lowA"
208567,5.60165302668802,0.0233740051013446,"OF",0.130933066421768,"Guillermo Granadillo","lowA"
208976,8.09694501119247,0.015546473538769,"2B",0.125878941361372,"Osmy Gregorio","lowA"
193038,4.79088221505986,0.0261333448467142,"3B",0.125201777046149,"Colton Shaver","lowA"
203909,4.87733400558989,0.0256531998644861,"2B",0.125119224051252,"Matt Brooks","lowA"
188579,4.88305797931925,0.0254626759302153,"IF-OF",0.124335722875858,"Zach Sterry","lowA"
185158,10.4757783449127,0.0118207737158464,"IF",0.123831805312576,"Ryan Dobson","lowA"
184607,3.90478170644609,0.0304069224600572,"3B",0.118732394571356,"Colby Bortles","lowA"
197430,4.50691621885495,0.0263372887529112,"OF",0.118699953841161,"Greg Pickett","lowA"
195628,4.6926669363872,0.024582120995143,"OF",0.115355706420177,"Clark Scolamiero","lowA"
182816,3.80337582244907,0.0303151893531009,"OF",0.115300058238549,"Jonathan Pryor","lowA"
198529,3.78006149506591,0.0304295366604958,"SS",0.115025519843037,"Edwin Figuera","lowA"
189530,6.84311244335464,0.0167976740751785,"1B",0.11494837248327,"Juan Barriento","lowA"
197961,6.61914409535386,0.0171939642459779,"SS",0.11380932691449,"Danienger Perez","lowA"
197992,4.83341338872227,0.0234713074351917,"SS",0.113446531608072,"Miguel Angel Sierra","lowA"
196745,4.20520643089214,0.0269271911437243,"2B",0.113234397363451,"Tyler Friis","lowA"
203911,6.09896083164667,0.0181656501680664,"2B",0.110791588856433,"Joe Venturino","lowA"
189525,9.33221497557821,0.0118567201514836,"C",0.110649461358915,"Jeyner Baez","lowA"
174451,4.96066299687801,0.0218832402744078,"C",0.108555380281045,"Clay Middleton","lowA"
190170,5.31005670720764,0.0198008613211149,"C",0.105143696466674,"Onil Pena","lowA"
196029,3.48320960729993,0.0300876249065007,"OF",0.10480150413516,"Teddy Hoffman","lowA"
210034,3.88223541634923,0.0264827078648923,"3B",0.102812106393915,"Tyler Curtis","lowA"
183496,7.2614255483743,0.013712840439002,"2B",0.0995747699045496,"Joshual Ramirez","lowA"
203832,4.23799701986445,0.0234895963883223,"3B",0.0995488394915286,"Stephen Lohr","lowA"
190175,5.55595234262777,0.0176357422750559,"1B",0.0979833436070764,"Luis Perdomo","lowA"
197667,5.44675902193684,0.0178360806452991,"OF",0.097148833170776,"Terry Bennett","lowA"
208695,9.86736989533551,0.0094136724958008,"OF",0.0928881885896127,"Jorge Perez","lowA"
188131,4.1442153301062,0.0223567998729494,"OF",0.0926513927655935,"Byron Murray","lowA"
181064,5.54582528812047,0.0165379787203316,"3B",0.0917167406016132,"Michael Sexton","lowA"
204084,4.64652043257999,0.0195701354066673,"CF",0.0909330340354369,"Jansiel Rivera","lowA"
183900,8.40228681718054,0.0107511292893424,"SS",0.0903340718976453,"Bill Pujols","lowA"
189373,5.9835703379706,0.0150795628579716,"3B",0.0902296250265221,"Randel Alcantara","lowA"
188191,3.42167755252726,0.02623979838428,"C",0.089784129114332,"Mike Rivera","lowA"
210180,6.8081913873694,0.0129086174564996,"OF",0.087884338190187,"Brandon Polizzi","lowA"
197477,14.1441984464618,0.00620586085911612,"OF",0.0877769275224683,"Nicholas Kaye","lowA"
184218,12.7250145445853,0.00689339598682461,"OF",0.0877185641939289,"Cesar Gonzalez","lowA"
210006,3.93342823124198,0.0219969489569527,"OF",0.0865234200284666,"Brandon Benson","lowA"
188727,8.21217811896164,0.0103950457557948,"2B",0.0853659673013432,"Frankeny Fernandez","lowA"
198837,6.39490839388433,0.0127582550016229,"SS",0.0815878720011952,"Marcos Rivera","lowA"
188046,5.1997043104162,0.0155658283817477,"3B",0.0809377049317723,"Denis Karas","lowA"
190273,5.30487246083113,0.0150751628303226,"OF",0.0799718161411233,"Ronald Rosario","lowA"
198383,5.16426260250044,0.0154440520135648,"OF",0.0797571402447245,"Marino Campana","lowA"
185230,6.30758489705789,0.0126406233348467,"IF",0.0797318048362765,"Ryan Tufts","lowA"
209985,6.96793084146321,0.0114005826954318,"C",0.0794384717741511,"Chris Corbett","lowA"
183535,16.7193471092966,0.00473436940168917,"C",0.0791555653704743,"Ronald Soto","lowA"
210178,6.59693077151629,0.0119798997173327,"RF",0.0790305690849514,"Dalton Combs","lowA"
190051,4.08920351399494,0.0192797102399026,"SS",0.0788386588618138,"Andres Martinez","lowA"
198575,8.45554719128995,0.00924816467898492,"SS",0.0781982928759778,"Pedro Gonzalez","lowA"
198575,8.45554719128995,0.00924816467898492,"SS",0.0781982928759778,"Pedro Gonzalez","lowA"
202860,3.73694642405081,0.0207476693201276,"C",0.0775329286732397,"Joe Gomez","lowA"
195906,3.77981213929037,0.0203517775441201,"OF",0.0769258958174024,"Patrick Mathis","lowA"
194131,7.32629255573796,0.0103750566526692,"OF",0.07601070031981,"Dylan Rosa","lowA"
190056,10.4781465838947,0.00718290313840534,"2B",0.0752635119821287,"Hector Martinez","lowA"
190024,3.4267123492914,0.0216445636322898,"C",0.074169693493791,"Rafelin Lorenzo","lowA"
203976,10.5970571095828,0.0069456839137349,"3B",0.0736038090989591,"Joey Rose","lowA"
210053,4.10497307655639,0.0179121803981038,"SS",0.0735290182766372,"Jesus Azuaje","lowA"
185341,3.80075544112363,0.0192802962200518,"3B",0.0732796907648374,"Hunter Swilling","lowA"
204256,4.16161008941497,0.017453423111619,"OF",0.0726343417161422,"Austin O'Banion","lowA"
203847,4.10476130201828,0.0176027691805213,"OF",0.0722551657405637,"Isaac Benard","lowA"
183425,5.15515242214436,0.0138445660580468,"C",0.0713708482476774,"Carlos Sanchez","lowA"
188230,4.95795333434348,0.0142855214993795,"C-IF",0.0708269489506839,"Carl Stajduhar","lowA"
202775,6.84389934708718,0.0101917570156391,"IF",0.0697513591850039,"Reid Russell","lowA"
198565,5.63460484357,0.0118198430341216,"3B",0.0666001448102989,"Nelson Gomez","lowA"
175210,5.21886144390309,0.0125844390109378,"C",0.0656764435473334,"J.D. Crowe","lowA"
194610,2.91929600878917,0.0218685720352564,"C",0.0638408350604426,"Nic Perkins","lowA"
204049,4.40148266050377,0.0140836472211903,"CF",0.0619889290407213,"Anthony Churlin","lowA"
188703,9.52678407729734,0.00631500687656372,"SS",0.0601617069596705,"Joan Mauricio","lowA"
184396,3.61911828886619,0.0166227220232933,"C",0.0601595972852397,"Jarrett Costa","lowA"
203895,4.38948060731595,0.013548347468838,"OF",0.0594702084756425,"Jeremy Wolf","lowA"
185130,3.26313703783366,0.0181130548498163,"2B-SS",0.0591053801487483,"Wood Myers","lowA"
186977,4.12918817163802,0.0143054840227604,"OF",0.0590700354163388,"Dan Swain","lowA"
181094,5.21003448847069,0.0112291000043851,"2B",0.0585039982973329,"Ro Coleman","lowA"
190244,9.25227013781639,0.00631501917755252,"OF",0.058428263356207,"Francisco Rodriguez","lowA"
185295,3.61901753383098,0.0158463465347001,"C",0.0573482059562417,"Troy Dixon","lowA"
190093,3.35768423645066,0.0165893775924669,"C",0.0557018916347541,"Samuel Miranda","lowA"
183417,7.18099949164391,0.00771640165443924,"2B",0.0554114763578484,"Franklin Correa","lowA"
197600,4.87754171871382,0.0109177852630591,"OF",0.0532519530965297,"James Terrell","lowA"
185157,4.20173895009071,0.0126618730831879,"OF",0.0532018853147358,"Manny Argomaniz","lowA"
196048,2.62906380258408,0.0200620112189444,"IF-OF",0.0527443075027625,"Hunter Hargrove","lowA"
192912,3.37786193786887,0.0155262477624018,"SS",0.0524455213545386,"Demetrius Sims","lowA"
204003,5.37536659951114,0.00966649197144178,"OF",0.0519609380777307,"Hosea Nelson","lowA"
204050,4.3174653350064,0.0115182602865844,"C",0.0497296895069088,"Chris Mattison","lowA"
186855,5.43766611338474,0.0091200197400603,"IF",0.0495916222939258,"Zach Jarrett","lowA"
197443,5.05232035768281,0.00979754305765402,"OF",0.0495003262454593,"Jaylen Ferguson","lowA"
176846,6.51842046070931,0.00757360753646111,"OF",0.0493679583270503,"Zach Daly","lowA"
175428,3.48320960729993,0.0132540693683621,"OF",0.0461667017596984,"Cody Brown","lowA"
204101,8.85282280326189,0.00517335658519091,"OF",0.0457988091467832,"Robert Bennie","lowA"
189845,8.24463964241014,0.00548149754161194,"OF",0.0451929719313475,"Andy Diaz","lowA"
181596,5.06352330435534,0.0087651694507911,"OF",0.0443826397807042,"Jose Paez","lowA"
188507,4.24730387061078,0.0101386227015055,"C",0.0430618114427668,"Manny Pazos","lowA"
171005,2.76863568805972,0.0151973227664079,"C",0.0420758501740394,"Chuck Vazquez","lowA"
188670,5.21249288722373,0.00806497065755101,"IF",0.0420386021881527,"Mickey McDonald","lowA"
197770,4.40473198858708,0.00934339064834981,"SS",0.0411551316706518,"Ryan Merrill","lowA"
180765,3.57374108815878,0.0114689242185784,"LF",0.040986965716913,"Conner Simonetti","lowA"
183498,4.64991461930152,0.00862950193797465,"C",0.0401264472186791,"Luis Vilorio","lowA"
194203,6.49986259809782,0.00611360468437854,"OF",0.0397375904275477,"Aaron Stroosma","lowA"
187963,3.24000067699032,0.0108468122933515,"OF",0.0351436791736457,"Tolly Filotei","lowA"
189900,7.45611667200143,0.00470266856472141,"1B",0.0350636454883163,"Huascar Fuentes","lowA"
183245,4.3444331657419,0.00774665425592186,"OF",0.0336548216729626,"Robinson Medrano","lowA"
183488,10.3633203391571,0.00321521612005307,"OF",0.0333203146117317,"Israel Mota","lowA"
193586,3.41552397194463,0.00970928594044358,"OF",0.0331622988800501,"Aaron Arruda","lowA"
189465,2.82497514678148,0.011489180442706,"SS",0.0324566492075322,"Greifer Andrade","lowA"
203970,7.12517596148014,0.00442555033851265,"OF",0.0315328248882906,"Sean Reynolds","lowA"
183781,5.2937026954291,0.00579068362333724,"3B",0.0306541575052375,"Julio De La Cruz","lowA"
190035,4.00277811727728,0.00738381876502682,"1B",0.0295557881745907,"Connor MacDonald","lowA"
185185,4.3142264000673,0.00664214178927313,"OF",0.0286557034602724,"Chris Carrier","lowA"
